onset	duration	subject	gender	effort	task	target	jitter	rt	acc
4.58365366633	0	20	male	LowEff	house	present	1.29835427146	0.29444804521	1
7.12754932125	0	20	male	LowEff	house	absent	1.26503050733	0.714604110683	1
12.694059995	0	20	male	LowEff	house	absent	3.86766740192	0.459702727559	1
15.29394529	0	20	male	LowEff	house	absent	1.15141447175	0.38178111126	1
18.3773645507	0	20	male	LowEff	house	present	1.71565331369	0.254237233858	1
24.2770703268	0	20	male	LowEff	house	present	4.65658593254	0.42805604728	1
28.3770545717	0	20	male	LowEff	house	present	2.67887102963	0.222525867877	1
32.4601529657	0	20	male	LowEff	house	present	2.86439748151	0.292415248918	1
36.0273758227	0	20	male	LowEff	house	absent	2.27500570818	0.347021831745	1
42.3098996027	0	20	male	LowEff	house	absent	4.95617446344	0.373919556601	0
45.1265181927	0	20	male	LowEff	house	present	1.45096437717	0.268033541779	1
48.3264203956	0	20	male	LowEff	house	absent	1.94799494263	0.27385429449	1
52.8452163961	0	20	male	LowEff	house	absent	3.2428396964	0.242133962172	1
57.3094653759	0	20	male	LowEff	house	absent	3.23122161618	0.274370178991	1
62.9927657686	0	20	male	LowEff	house	present	4.42189910092	0.248611498941	1
66.4092706142	0	20	male	LowEff	house	present	2.18238187315	0.276861219063	1
72.20970625	0	20	male	LowEff	house	absent	4.5263669572	0.503809091351	1
75.0423140574	0	20	male	LowEff	house	present	1.33315517366	0.277769700962	1
87.8419949199	0	20	male	LowEff	face	absent	3.45240486421	0.343978081153	1
90.8418575429	0	20	male	LowEff	face	present	1.66615013221	0.249010180632	1
97.0584643486	0	20	male	LowEff	face	present	4.98158491722	0.269596245922	1
99.6084218866	0	20	male	LowEff	face	absent	1.27743324793	0.297677847258	1
104.074816382	0	20	male	LowEff	face	absent	3.18342084603	0.228432441229	1
109.108062913	0	20	male	LowEff	face	present	3.82071104672	0.29337208498	1
113.5745586	0	20	male	LowEff	face	present	3.18342084603	0.236582839971	1
118.074485589	0	20	male	LowEff	face	absent	3.26370800658	0.259905238647	1
123.774305814	0	20	male	LowEff	face	present	4.45676540857	0.331657696061	1
127.041377075	0	20	male	LowEff	face	absent	1.94692375598	0.973149988858	1
132.157427392	0	20	male	LowEff	face	absent	3.15424761847	0.815991266791	1
136.390663547	0	20	male	LowEff	face	present	2.4407234196	0.279224168629	1
138.873872804	0	20	male	LowEff	face	absent	1.2227113978	0.406285785284	1
144.357033706	0	20	male	LowEff	face	absent	4.09052279557	0.257444620071	1
151.2755041	0	20	male	LowEff	face	present	5.66060021887	0.176419050644	1
154.290101614	0	20	male	LowEff	face	present	1.84564126241	0.227806719115	1
157.173358008	0	20	male	LowEff	face	absent	1.66615013221	0.238735400886	1
162.856557529	0	20	male	LowEff	face	present	4.45676540857	0.238051077369	1
173.622910844	0	20	male	HighEff	house	present	1.44974254588	0.252623293512	1
176.139466221	0	20	male	HighEff	house	absent	1.2616895869	0.254446661835	1
179.572782946	0	20	male	HighEff	house	present	2.18238187315	0.232243133709	1
183.539362852	0	20	male	HighEff	house	present	2.75642081593	0.20880225132	1
190.172416543	0	20	male	HighEff	house	absent	5.43543940411	0.30269835455	1
197.256091344	0	20	male	HighEff	house	absent	5.77664893024	0.237973582614	1
199.888922797	0	20	male	HighEff	house	absent	1.39397892927	0.281121829441	1
202.255525824	0	20	male	HighEff	house	present	1.10248366305	0.326904257472	0
204.838674174	0	20	male	HighEff	house	absent	1.26503050733	0.191614106861	1
207.589308222	0	20	male	HighEff	house	present	1.55917625959	0.189824682529	1
210.805799746	0	20	male	HighEff	house	present	2.02541231882	0.360836712789	0
