onset	duration	subject	task	trialHit	rt	acc
0.730131561759	0	20	face	Hit	None	0
2.69875963561	0	20	face	noHit	None	1
4.66523162606	0	20	face	noHit	None	1
6.63193417942	0	20	face	noHit	None	1
8.59806192664	0	20	face	noHit	None	1
10.5652092743	0	20	face	noHit	None	1
12.5312742571	0	20	face	noHit	None	1
14.4973795885	0	20	face	noHit	None	1
16.4644186997	0	20	face	Hit	1.49004864877	1
18.4315708507	0	20	face	noHit	None	1
20.3976579292	0	20	face	noHit	None	1
22.3647229787	0	20	face	noHit	None	1
24.3309109284	0	20	face	noHit	None	1
26.2979657307	0	20	face	noHit	None	1
28.264092197	0	20	face	noHit	None	1
30.2312039995	0	20	face	noHit	None	1
32.1973253422	0	20	face	noHit	None	1
34.1644105659	0	20	face	noHit	None	1
36.1304934815	0	20	house	noHit	None	1
38.0976129694	0	20	house	noHit	None	1
40.0657421308	0	20	house	noHit	None	1
42.0308457944	0	20	house	noHit	None	1
43.9969200638	0	20	house	noHit	None	1
45.9640626081	0	20	house	noHit	None	1
47.9301637765	0	20	house	noHit	None	1
49.8973021578	0	20	house	noHit	None	1
51.8633940397	0	20	house	Hit	1.49003615995	1
53.8304437183	0	20	house	noHit	None	1
55.7965615385	0	20	house	noHit	None	1
57.7636429195	0	20	house	noHit	None	1
59.7297892399	0	20	house	noHit	None	1
61.6969436325	0	20	house	Hit	1.49005569375	1
63.6629724298	0	20	house	noHit	None	1
65.6301351483	0	20	house	noHit	None	1
67.596188603	0	20	house	noHit	None	1
69.563267102	0	20	house	noHit	None	1
71.5298636605	0	20	face	noHit	None	1
73.4964896798	0	20	face	Hit	1.49003135656	1
75.4627263039	0	20	face	noHit	None	1
77.4296482122	0	20	face	noHit	None	1
79.3958099034	0	20	face	noHit	None	1
81.3630027232	0	20	face	noHit	None	1
83.3290161497	0	20	face	noHit	None	1
85.2961526096	0	20	face	noHit	None	1
87.2622476937	0	20	face	noHit	None	1
89.2293325972	0	20	face	noHit	None	1
91.1955058166	0	20	face	noHit	None	1
93.1625811133	0	20	face	noHit	None	1
95.1286230399	0	20	face	noHit	None	1
97.0957646235	0	20	face	noHit	None	1
99.0618436963	0	20	face	noHit	None	1
101.02909864	0	20	face	noHit	None	1
102.995619305	0	20	face	noHit	None	1
104.962195689	0	20	face	Hit	1.4900476881	1
106.928334964	0	20	house	noHit	None	1
108.895461177	0	20	house	noHit	None	1
110.86148421	0	20	house	noHit	None	1
112.828663581	0	20	house	noHit	None	1
114.794704867	0	20	house	noHit	None	1
116.761835883	0	20	house	noHit	None	1
118.728914702	0	20	house	noHit	None	1
120.695050455	0	20	house	noHit	None	1
122.661155786	0	20	house	noHit	None	1
124.628260544	0	20	house	noHit	None	1
126.59435819	0	20	house	noHit	None	1
128.561435088	0	20	house	noHit	None	1
130.527575964	0	20	house	noHit	None	1
132.494649019	0	20	house	noHit	None	1
134.460797581	0	20	house	Hit	1.49003519927	1
136.427886007	0	20	house	noHit	None	1
138.394004148	0	20	house	Hit	1.49003808131	1
140.361113388	0	20	house	noHit	None	1
142.328183561	0	20	face	noHit	None	1
144.294274483	0	20	face	noHit	None	1
146.260376291	0	20	face	noHit	None	1
148.227515313	0	20	face	noHit	None	1
150.193615521	0	20	face	noHit	None	1
152.160783683	0	20	face	noHit	None	1
154.126807677	0	20	face	noHit	None	1
156.093988969	0	20	face	noHit	None	1
158.061026159	0	20	face	noHit	None	1
160.028133798	0	20	face	noHit	None	1
161.994241051	0	20	face	noHit	None	1
163.960618895	0	20	face	noHit	None	1
