onset	duration	subject	gender	effort	task	target	jitter	rt	acc
4.67744968317	0	13	male	LowEff	house	present	1.3922471326	0.727669485066	1
7.54339966671	0	13	male	LowEff	house	absent	1.14706637637	0.356577661416	1
12.3599304089	0	13	male	LowEff	house	absent	3.47427713484	0.401199303704	1
20.5429110046	0	13	male	LowEff	house	present	6.80891237502	0.706227912535	1
23.576136828	0	13	male	LowEff	house	absent	1.3287447071	0.589429975291	1
27.776646817	0	13	male	LowEff	house	absent	2.60920195653	0.559366686181	1
32.975814106	0	13	male	LowEff	house	absent	3.65605818983	0.315224227394	1
37.1424991322	0	13	male	LowEff	house	absent	2.86351322011	0.359150983151	1
40.7093837221	0	13	male	LowEff	house	present	2.20883499705	0.384239589192	1
43.4094242625	0	13	male	LowEff	house	present	1.3265871356	0.524581050668	1
49.9754032583	0	13	male	LowEff	house	absent	5.05117719089	0.302919932419	1
55.3583968551	0	13	male	LowEff	house	present	4.08514978956	0.419182454787	1
59.1587316175	0	13	male	LowEff	house	present	2.37499679757	0.457796050483	1
65.8246887741	0	13	male	LowEff	house	present	5.22088809349	0.441395127213	1
71.2746242809	0	13	male	LowEff	house	absent	4.01143242219	0.607869445872	1
73.9077280349	0	13	male	LowEff	house	absent	1.04162207136	0.411779831767	1
78.3580644624	0	13	male	LowEff	house	present	3.04795625461	0.370084718515	1
83.8245731732	0	13	male	LowEff	house	present	4.09720327833	0.39131494307	1
94.524183012	0	13	male	HighEff	house	present	1.2316804903	0.427719311952	1
97.940249365	0	13	male	HighEff	house	absent	1.99612782144	0.532767262326	1
104.408719129	0	13	male	HighEff	house	absent	4.94904568899	0.408306680005	1
108.840185704	0	13	male	HighEff	house	present	3.03579436699	0.393257102894	0
112.556642219	0	13	male	HighEff	house	present	2.33507275383	0.458618706474	0
116.356784846	0	13	male	HighEff	house	absent	2.34291248455	0.318178936164	1
121.306110646	0	13	male	HighEff	house	absent	3.65340652109	0.340677889031	1
125.289760319	0	13	male	HighEff	house	present	2.65196956374	0.314522295932	0
132.772391358	0	13	male	HighEff	house	absent	6.18491590991	0.513347585445	1
137.922247961	0	13	male	HighEff	house	absent	3.65605818983	0.390922988639	0
141.788753534	0	13	male	HighEff	house	present	2.48745915288	0.426466915074	0
147.988579204	0	13	male	HighEff	house	present	4.78536692945	0.491135553468	1
153.121689682	0	13	male	HighEff	house	present	3.65605818983	0.440924077402	1
158.904892129	0	13	male	HighEff	house	present	4.34661596437	0.337524641252	1
164.321323858	0	13	male	HighEff	house	absent	4.08514978956	0.521999082877	1
