onset	duration	subject	task	trialHit	rt	acc
0.708916514988	0	13	house	noHit	None	1
2.67547357958	0	13	house	noHit	None	1
4.64256061524	0	13	house	noHit	None	1
6.60878080397	0	13	house	Hit	1.49005351587	1
8.57476754925	0	13	house	noHit	None	1
10.5418990961	0	13	house	noHit	None	1
12.5079623749	0	13	house	noHit	None	1
14.4750955229	0	13	house	noHit	None	1
16.4411565602	0	13	house	noHit	None	1
18.408169624	0	13	house	noHit	None	1
20.3743517061	0	13	house	noHit	None	1
22.3414220901	0	13	house	noHit	None	1
24.3075170712	0	13	house	noHit	None	1
26.2746050675	0	13	house	Hit	1.49007977426	1
28.2417113166	0	13	house	noHit	None	1
30.207826792	0	13	house	noHit	None	1
32.1739121663	0	13	house	noHit	None	1
34.1399581531	0	13	house	noHit	None	1
36.1070794527	0	13	face	noHit	None	1
38.074195949	0	13	face	noHit	None	1
40.0402675537	0	13	face	Hit	1.4900301395	1
42.0073523478	0	13	face	noHit	None	1
43.9734268345	0	13	face	noHit	None	1
45.9405740723	0	13	face	noHit	None	1
47.9066616882	0	13	face	noHit	None	1
49.873763134	0	13	face	noHit	None	1
51.8398171264	0	13	face	noHit	None	1
53.80690128	0	13	face	noHit	None	1
55.7740161752	0	13	face	noHit	None	1
57.7401643134	0	13	face	noHit	None	1
59.7062362384	0	13	face	noHit	None	1
61.6732643528	0	13	face	Hit	1.49002949905	1
63.6395943784	0	13	face	noHit	None	1
65.6064258751	0	13	face	noHit	None	1
67.5726265302	0	13	face	noHit	None	1
69.5396267851	0	13	face	noHit	None	1
71.5057752436	0	13	house	Hit	None	0
73.4728722062	0	13	house	noHit	None	1
75.4389537379	0	13	house	noHit	None	1
77.4064416942	0	13	house	noHit	None	1
79.372090603	0	13	house	noHit	None	1
81.339225352	0	13	house	noHit	None	1
83.3053411477	0	13	house	noHit	None	1
85.2723785486	0	13	house	noHit	None	1
87.2384821757	0	13	house	Hit	1.49005735856	1
89.2056867336	0	13	house	noHit	None	1
91.1716978159	0	13	house	noHit	None	1
93.1387544303	0	13	house	noHit	None	1
95.1048772709	0	13	house	noHit	None	1
97.0719841604	0	13	house	noHit	None	1
99.0380054899	0	13	house	noHit	None	1
101.005143441	0	13	house	noHit	None	1
102.971233299	0	13	house	noHit	None	1
104.938351396	0	13	house	noHit	None	1
106.904414995	0	13	face	noHit	None	1
108.871536615	0	13	face	noHit	None	1
110.837584843	0	13	face	noHit	None	1
112.804693975	0	13	face	noHit	None	1
114.771806628	0	13	face	noHit	None	1
116.737870227	0	13	face	noHit	None	1
118.704434657	0	13	face	noHit	None	1
120.671038154	0	13	face	noHit	None	1
122.637112321	0	13	face	noHit	None	1
124.604267244	0	13	face	noHit	None	1
126.571344032	0	13	face	noHit	None	1
128.537423643	0	13	face	noHit	None	1
130.503620135	0	13	face	Hit	1.49002501592	1
132.470600536	0	13	face	Hit	1.4900618417	1
134.436676944	0	13	face	noHit	None	1
136.40380785	0	13	face	noHit	None	1
138.370860942	0	13	face	noHit	None	1
140.337068962	0	13	face	noHit	None	1
142.303097977	0	13	house	noHit	None	1
144.270155232	0	13	house	noHit	None	1
146.236227157	0	13	house	noHit	None	1
148.203378878	0	13	house	noHit	None	1
150.169502039	0	13	house	noHit	None	1
152.136555451	0	13	house	noHit	None	1
154.102650112	0	13	house	noHit	None	1
156.06974099	0	13	house	noHit	None	1
158.035804269	0	13	house	noHit	None	1
160.003039568	0	13	house	noHit	None	1
161.968985645	0	13	house	noHit	None	1
163.936077484	0	13	house	noHit	None	1
165.90216574	0	13	house	noHit	None	1
167.869298248	0	13	house	noHit	None	1
169.835450549	0	13	house	Hit	1.49005415632	1
171.802526377	0	13	house	Hit	1.49005479677	1
173.76865338	0	13	house	noHit	None	1
175.735633461	0	13	house	noHit	None	1
177.701748616	0	13	face	noHit	None	1
179.668776731	0	13	face	noHit	None	1
181.635951188	0	13	face	noHit	None	1
183.602017348	0	13	face	noHit	None	1
185.569164586	0	13	face	Hit	1.49004711139	1
187.535253483	0	13	face	noHit	None	1
189.502331552	0	13	face	noHit	None	1
191.468441584	0	13	face	Hit	1.49004134735	1
