onset	duration	subject	gender	effort	task	target	jitter	rt	acc
6.09421542438	0	11	male	LowEff	house	absent	2.81449974245	0.562082629109	1
8.74467292725	0	11	male	LowEff	house	absent	1.0924926005	0.436053351747	1
14.8772145835	0	11	male	LowEff	house	absent	4.700157284	0.386008552519	1
17.5936841741	0	11	male	LowEff	house	absent	1.33238806116	0.908897465175	1
20.5269980165	0	11	male	LowEff	house	absent	1.04010533641	0.378630290168	1
23.0935330288	0	11	male	LowEff	house	present	1.20552904592	0.735132517962	1
26.2101080369	0	11	male	LowEff	house	present	1.40662746694	0.318213141833	1
30.410013443	0	11	male	LowEff	house	present	2.90641182053	0.282118865565	1
37.5430194228	0	11	male	LowEff	house	present	5.85993159762	0.788890945434	1
43.1260558559	0	11	male	LowEff	house	absent	3.80531056988	0.349872967465	1
47.4593028357	0	11	male	LowEff	house	present	2.99717160825	0.581204116021	1
54.892349612	0	11	male	LowEff	house	present	5.85993159762	0.412506380446	1
61.6093555765	0	11	male	LowEff	house	absent	5.30957404617	0.452836568977	1
64.858588802	0	11	male	LowEff	house	present	1.79540703169	0.530257568316	1
68.5584397702	0	11	male	LowEff	house	present	2.17692487874	0.28136185796	1
72.6417064437	0	11	male	LowEff	house	present	2.81601206288	0.39019386952	1
75.7748373106	0	11	male	LowEff	house	absent	1.74572003709	0.455021131529	1
81.9087133368	0	11	male	LowEff	house	absent	4.67481185847	None	0
93.8242365399	0	11	male	HighEff	house	present	1.8476335661	0.434865323736	0
96.7240515149	0	11	male	HighEff	house	absent	1.47061383588	0.535578396717	1
100.9073114	0	11	male	HighEff	house	absent	2.66835514829	0.300956634735	1
104.657274094	0	11	male	HighEff	house	absent	2.47119889286	0.317409061423	1
110.774024904	0	11	male	HighEff	house	absent	4.81420221873	0.305400692065	1
114.356751041	0	11	male	HighEff	house	present	2.28132957587	0.4015589105	0
119.840353052	0	11	male	HighEff	house	absent	4.09906221793	0.441206383202	1
122.456909167	0	11	male	HighEff	house	present	1.17720096792	0.31801492368	0
129.372883565	0	11	male	HighEff	house	present	5.6112144764	0.248974485257	0
132.306403951	0	11	male	HighEff	house	absent	1.69576578288	0.337547577157	1
136.189892347	0	11	male	HighEff	house	absent	2.53943944441	0.448241366303	1
142.722391478	0	11	male	HighEff	house	present	5.09457382062	0.390805175575	0
146.839539365	0	11	male	HighEff	house	present	2.72601960261	0.427432303219	0
153.82201259	0	11	male	HighEff	house	present	5.56533096252	0.344566869324	0
