onset	duration	subject	task	trialHit	rt	acc
0.681244980486	0	26	face	noHit	None	1
2.6626546843	0	26	face	noHit	None	1
4.62972538853	0	26	face	noHit	None	1
6.59585335268	0	26	face	Hit	1.49003750466	1
8.56289587718	0	26	face	noHit	None	1
10.5300142948	0	26	face	noHit	None	1
12.4961099163	0	26	face	noHit	None	1
14.4621722345	0	26	face	noHit	None	1
16.4292637533	0	26	face	noHit	None	1
18.395388195	0	26	face	noHit	None	1
20.3614700469	0	26	face	noHit	None	1
22.3285413915	0	26	face	Hit	1.49005960013	1
24.2956322699	0	26	face	noHit	None	1
26.2627343561	0	26	face	noHit	None	1
28.2288908202	0	26	face	noHit	None	1
30.1949281609	0	26	face	noHit	None	1
32.1620757189	0	26	face	noHit	None	1
34.128319284	0	26	face	noHit	None	1
36.0952366009	0	26	house	noHit	None	1
38.0612957168	0	26	house	noHit	None	1
40.0284000446	0	26	house	noHit	None	1
41.9954768331	0	26	house	noHit	None	1
43.9616108815	0	26	house	noHit	None	1
45.9287632429	0	26	house	noHit	None	1
47.8948108308	0	26	house	noHit	None	1
49.8608837163	0	26	house	noHit	None	1
51.8279685104	0	26	house	noHit	None	1
53.7950110349	0	26	house	noHit	None	1
55.7611300328	0	26	house	noHit	None	1
57.7282289168	0	26	house	Hit	1.49004038668	1
59.6952893738	0	26	house	Hit	1.49004711139	1
61.6614122144	0	26	house	noHit	None	1
63.6275081561	0	26	house	noHit	None	1
65.5935906484	0	26	house	noHit	None	1
67.5606866504	0	26	house	noHit	None	1
69.5268101314	0	26	house	noHit	None	1
71.4938645042	0	26	face	noHit	None	1
73.4609419331	0	26	face	noHit	None	1
75.4270542063	0	26	face	noHit	None	1
77.3942001632	0	26	face	noHit	None	1
79.3602467904	0	26	face	noHit	None	1
81.3273463148	0	26	face	noHit	None	1
83.2934156779	0	26	face	noHit	None	1
85.2606612246	0	26	face	noHit	None	1
87.2266047396	0	26	face	noHit	None	1
89.193672882	0	26	face	noHit	None	1
91.1597726664	0	26	face	noHit	None	1
93.1268811571	0	26	face	Hit	1.49006088103	1
95.0930120033	0	26	face	noHit	None	1
97.0600497244	0	26	face	noHit	None	1
99.0262106717	0	26	face	Hit	1.4900432687	1
100.992306613	0	26	face	noHit	None	1
102.9593517	0	26	face	noHit	None	1
104.926382376	0	26	face	noHit	None	1
106.89253852	0	26	house	noHit	None	1
108.859602499	0	26	house	noHit	None	1
110.825937649	0	26	house	noHit	None	1
112.7927906	0	26	house	noHit	None	1
114.758965317	0	26	house	noHit	None	1
116.725021231	0	26	house	noHit	None	1
118.692117233	0	26	house	noHit	None	1
120.659221881	0	26	house	noHit	None	1
122.625274592	0	26	house	noHit	None	1
124.592399414	0	26	house	noHit	None	1
126.558491193	0	26	house	Hit	1.49005831923	1
128.52557951	0	26	house	noHit	None	1
130.491650794	0	26	house	noHit	None	1
132.458753521	0	26	house	noHit	None	1
134.42485971	0	26	house	noHit	None	1
136.392139841	0	26	house	noHit	None	1
138.358019311	0	26	house	noHit	None	1
140.32514061	0	26	house	Hit	1.49005159452	1
142.291196524	0	26	face	noHit	None	1
144.258285481	0	26	face	Hit	None	0
146.224390709	0	26	face	noHit	None	1
148.191476784	0	26	face	noHit	None	1
150.157624602	0	26	face	noHit	None	1
152.124708756	0	26	face	noHit	None	1
154.090789968	0	26	face	noHit	None	1
156.057955138	0	26	face	noHit	None	1
158.023910181	0	26	face	noHit	None	1
159.991019312	0	26	face	noHit	None	1
161.957145035	0	26	face	noHit	None	1
163.924208054	0	26	face	Hit	1.49005415632	1
165.891292207	0	26	face	noHit	None	1
167.857359008	0	26	face	noHit	None	1
169.823518995	0	26	face	noHit	None	1
171.790612435	0	26	face	noHit	None	1
173.757113461	0	26	face	noHit	None	1
175.723885075	0	26	face	noHit	None	1
177.689893596	0	26	house	noHit	None	1
179.656963019	0	26	house	noHit	None	1
181.623060882	0	26	house	noHit	None	1
183.590149199	0	26	house	noHit	None	1
185.557233032	0	26	house	noHit	None	1
187.523334098	0	26	house	noHit	None	1
189.489418511	0	26	house	Hit	1.49005960013	1
191.456522199	0	26	house	noHit	None	1
193.422630629	0	26	house	noHit	None	1
195.389689485	0	26	house	noHit	None	1
197.356766273	0	26	house	noHit	None	1
199.322908327	0	26	house	noHit	None	1
201.288994022	0	26	house	Hit	1.49006248215	1
203.256090344	0	26	house	noHit	None	1
205.223203318	0	26	house	noHit	None	1
207.189273642	0	26	house	noHit	None	1
209.155733678	0	26	house	noHit	None	1
211.122444771	0	26	house	noHit	None	1
213.088555443	0	26	face	noHit	None	1
215.055638956	0	26	face	noHit	None	1
217.021699673	0	26	face	noHit	None	1
218.988824495	0	26	face	Hit	1.490039426	1
220.955912812	0	26	face	noHit	None	1
222.921950793	0	26	face	noHit	None	1
224.88812615	0	26	face	noHit	None	1
226.855148501	0	26	face	noHit	None	1
228.822291576	0	26	face	noHit	None	1
230.788383354	0	26	face	noHit	None	1
232.755461104	0	26	face	noHit	None	1
234.721528545	0	26	face	Hit	1.49003718444	1
236.688645682	0	26	face	noHit	None	1
238.65477877	0	26	face	noHit	None	1
240.621871249	0	26	face	noHit	None	1
242.587949579	0	26	face	noHit	None	1
244.554025346	0	26	face	noHit	None	1
246.521145045	0	26	face	noHit	None	1
248.488185648	0	26	house	noHit	None	1
250.454258213	0	26	house	noHit	None	1
252.42134621	0	26	house	noHit	None	1
254.387490505	0	26	house	noHit	None	1
256.354525665	0	26	house	noHit	None	1
258.32066964	0	26	house	noHit	None	1
260.287756035	0	26	house	noHit	None	1
